order_item_id,order_id,item_name,item_quantity,item_unit_price,item_total_price
31528,20574,re-intermediate viral action-items,3,44.68,134.04
31529,20644,target e-business deliverables,3,47.39,142.17000000000002
31530,20507,leverage e-business portals,1,38.28,38.28
31531,20572,brand vertical web-readiness,1,8.9,8.9
31532,20884,scale one-to-one metrics,2,35.11,70.22
31533,20843,integrate wireless models,1,23.46,23.46
31534,20122,extend mission-critical methodologies,4,26.18,104.72
31535,20479,exploit B2B e-business,4,7.21,28.84
31536,20619,grow impactful functionalities,1,13.6,13.6
31537,20096,synergize plug-and-play networks,4,40.57,162.28
31538,20859,generate dot-com functionalities,1,25.43,25.43
31539,20414,morph visionary deliverables,2,18.57,37.14
31540,20235,leverage out-of-the-box relationships,4,22.28,89.12
31541,20898,expedite real-time info-mediaries,4,43.45,173.8
31542,20062,matrix visionary technologies,1,38.7,38.7
31543,20256,target dot-com paradigms,4,17.25,69.0
31544,20561,visualize scalable applications,3,10.29,30.869999999999997
31545,20905,utilize revolutionary bandwidth,2,16.34,32.68
31546,20348,brand out-of-the-box eyeballs,2,46.43,92.86
31547,20671,aggregate scalable info-mediaries,4,31.17,124.68
31548,20124,engage B2B partnerships,4,29.01,116.04
31549,20482,morph world-class platforms,3,31.84,95.52
31550,20317,mesh integrated vortals,3,21.47,64.41
31551,20504,transition leading-edge communities,4,41.32,165.28
31552,20719,redefine distributed supply-chains,4,28.55,114.2
31553,20048,scale 24/7 niches,3,10.25,30.75
31554,20409,enable strategic initiatives,1,10.81,10.81
31555,20932,aggregate turn-key metrics,3,29.16,87.48
31556,20136,mesh scalable applications,1,47.15,47.15
31557,20201,synthesize customized models,2,18.88,37.76
31558,20250,iterate extensible ROI,2,44.13,88.26
31559,20314,architect proactive partnerships,3,39.38,118.14000000000001
31560,20869,incubate proactive schemas,1,16.15,16.15
31561,20368,syndicate rich e-business,3,6.64,19.919999999999998
31562,20429,scale integrated eyeballs,3,9.58,28.740000000000002
31563,20830,integrate user-centric experiences,1,37.78,37.78
31564,20807,monetize seamless bandwidth,3,13.99,41.97
31565,20480,scale B2B methodologies,2,21.71,43.42
31566,20314,innovate impactful functionalities,4,27.58,110.32
31567,20500,innovate B2B methodologies,4,37.65,150.6
31568,20721,exploit intuitive methodologies,3,10.1,30.299999999999997
31569,20355,empower front-end users,1,23.29,23.29
31570,20485,matrix strategic platforms,1,26.83,26.83
31571,20211,mesh visionary users,2,29.34,58.68
31572,20704,repurpose customized technologies,1,41.83,41.83
31573,20044,iterate cross-media bandwidth,1,12.73,12.73
31574,20541,engineer granular e-services,2,41.35,82.7
31575,20571,synergize open-source initiatives,3,36.18,108.53999999999999
31576,20583,enable out-of-the-box e-business,4,30.01,120.04
31577,20092,re-contextualize next-generation schemas,2,36.48,72.96
31578,20265,deploy next-generation supply-chains,3,23.54,70.62
31579,20895,grow intuitive applications,2,11.23,22.46
31580,20220,incentivize wireless supply-chains,3,34.96,104.88
31581,20902,target global web-readiness,2,28.61,57.22
31582,20925,generate intuitive web services,3,33.77,101.31
31583,20442,engage frictionless infrastructures,2,20.21,40.42
31584,20401,unleash strategic interfaces,3,45.81,137.43
31585,20400,synthesize sticky methodologies,2,31.43,62.86
31586,20727,extend robust applications,4,8.84,35.36
31587,20991,orchestrate innovative niches,4,25.24,100.96
31588,20899,syndicate B2C technologies,1,39.04,39.04
31589,20789,brand extensible relationships,3,40.74,122.22
31590,20576,implement leading-edge supply-chains,2,27.26,54.52
31591,20858,re-contextualize revolutionary architectures,3,45.26,135.78
31592,20804,exploit leading-edge relationships,4,17.05,68.2
31593,20490,enable web-enabled convergence,3,23.48,70.44
31594,20485,strategize extensible e-business,2,45.44,90.88
31595,20757,disintermediate plug-and-play methodologies,3,45.33,135.99
31596,20470,brand holistic web services,2,35.86,71.72
31597,20574,productize out-of-the-box markets,4,43.65,174.6
31598,20938,facilitate killer initiatives,4,8.99,35.96
31599,20844,re-intermediate ubiquitous models,4,43.92,175.68
31600,20682,incentivize magnetic action-items,1,19.43,19.43
31601,20445,expedite plug-and-play relationships,4,13.02,52.08
31602,20269,facilitate open-source vortals,3,15.77,47.31
31603,20267,transform integrated synergies,1,23.81,23.81
31604,20054,innovate magnetic users,4,16.3,65.2
31605,20528,generate bleeding-edge architectures,3,19.43,58.29
31606,20520,matrix interactive initiatives,3,11.07,33.21
31607,20616,architect one-to-one e-services,3,18.33,54.989999999999995
31608,20059,e-enable dot-com infrastructures,2,30.75,61.5
31609,20825,implement collaborative niches,1,24.88,24.88
31610,20040,visualize wireless experiences,3,20.6,61.800000000000004
31611,20237,monetize killer e-services,2,38.59,77.18
31612,20955,aggregate efficient content,4,45.21,180.84
31613,20386,transform enterprise relationships,3,39.06,117.18
31614,20606,visualize extensible e-business,2,19.94,39.88
31615,20734,deliver collaborative functionalities,3,38.5,115.5
31616,20716,whiteboard B2C experiences,1,11.84,11.84
31617,20650,synthesize cross-media systems,1,10.86,10.86
31618,20300,embrace rich schemas,4,20.55,82.2
31619,20395,syndicate virtual methodologies,3,41.35,124.05000000000001
31620,20207,unleash dot-com eyeballs,2,16.09,32.18
31621,20336,facilitate compelling initiatives,4,7.85,31.4
31622,20593,e-enable robust info-mediaries,3,10.93,32.79
31623,20730,empower impactful supply-chains,4,43.64,174.56
31624,20514,productize end-to-end solutions,2,33.52,67.04
31625,20178,drive B2B ROI,4,16.39,65.56
31626,20396,orchestrate back-end relationships,4,29.99,119.96
31627,20371,strategize front-end e-tailers,4,28.74,114.96
31628,20858,reinvent efficient users,3,34.49,103.47
31629,20791,envisioneer integrated markets,2,15.49,30.98
31630,20658,morph world-class content,1,43.9,43.9
31631,20318,grow back-end networks,3,18.92,56.760000000000005
31632,20736,scale intuitive supply-chains,1,36.24,36.24
31633,20369,synergize innovative ROI,1,5.73,5.73
31634,20384,aggregate robust paradigms,3,21.77,65.31
31635,20062,brand B2B schemas,3,20.83,62.489999999999995
31636,20806,implement ubiquitous platforms,2,29.46,58.92
31637,20505,seize B2C methodologies,2,8.27,16.54
31638,20239,re-contextualize impactful methodologies,4,40.56,162.24
31639,20195,disintermediate bricks-and-clicks deliverables,1,14.8,14.8
31640,20678,re-contextualize holistic architectures,2,35.47,70.94
31641,20963,re-intermediate dynamic technologies,4,41.14,164.56
31642,20222,reinvent one-to-one e-business,2,30.28,60.56
31643,20061,disintermediate front-end technologies,3,38.34,115.02000000000001
31644,20129,evolve back-end web services,2,34.78,69.56
31645,20990,monetize magnetic paradigms,1,21.0,21.0
31646,20685,transform 24/365 relationships,2,41.4,82.8
31647,20992,incentivize proactive channels,1,18.26,18.26
31648,20156,facilitate best-of-breed platforms,3,30.7,92.1
31649,20917,aggregate impactful architectures,1,38.54,38.54
31650,20378,mesh proactive content,2,22.05,44.1
31651,20622,unleash rich content,4,18.62,74.48
31652,20781,transition e-business channels,3,25.67,77.01
31653,20923,expedite synergistic bandwidth,2,41.81,83.62
31654,20868,implement real-time platforms,3,46.85,140.55
31655,20903,unleash bleeding-edge initiatives,3,29.53,88.59
31656,20790,scale intuitive e-tailers,2,34.77,69.54
31657,20586,incentivize end-to-end initiatives,2,45.65,91.3
31658,20999,repurpose web-enabled e-commerce,4,9.43,37.72
31659,20437,enable collaborative systems,3,15.44,46.32
31660,20975,re-intermediate vertical portals,3,36.9,110.69999999999999
31661,20207,synthesize real-time markets,2,42.07,84.14
31662,20388,synergize extensible e-business,1,43.57,43.57
31663,20480,harness distributed applications,2,23.68,47.36
31664,20791,optimize plug-and-play models,3,9.02,27.06
31665,20887,target customized technologies,2,24.7,49.4
31666,20838,drive viral e-business,4,15.38,61.52
31667,20984,matrix next-generation synergies,1,18.1,18.1
31668,20340,brand granular models,2,39.75,79.5
31669,20869,benchmark distributed convergence,4,8.4,33.6
31670,20340,optimize rich niches,3,42.24,126.72
31671,20204,disintermediate back-end systems,2,24.25,48.5
31672,20161,repurpose killer platforms,3,31.82,95.46000000000001
31673,20540,deliver rich relationships,4,9.03,36.12
31674,20392,whiteboard distributed communities,3,20.18,60.54
31675,20769,envisioneer ubiquitous metrics,4,9.04,36.16
31676,20677,evolve efficient partnerships,4,48.27,193.08
31677,20575,unleash clicks-and-mortar solutions,4,41.33,165.32
31678,20534,leverage next-generation web-readiness,2,25.68,51.36
31679,20070,expedite wireless solutions,3,15.06,45.18
31680,20893,engineer one-to-one models,3,47.01,141.03
31681,20405,unleash dot-com systems,1,20.51,20.51
31682,20608,aggregate one-to-one infrastructures,1,12.24,12.24
31683,20675,redefine front-end networks,1,30.34,30.34
31684,20591,transform enterprise users,1,47.47,47.47
31685,20517,drive virtual niches,3,5.17,15.51
31686,20828,empower synergistic infrastructures,4,15.72,62.88
31687,20120,architect intuitive metrics,4,47.23,188.92
31688,20814,strategize plug-and-play technologies,2,12.7,25.4
31689,20690,whiteboard ubiquitous mindshare,4,10.1,40.4
31690,20688,evolve distributed systems,3,30.66,91.98
31691,20902,architect user-centric systems,3,43.78,131.34
31692,20217,evolve transparent networks,3,26.47,79.41
31693,20056,cultivate real-time eyeballs,2,49.76,99.52
31694,20366,expedite wireless e-markets,1,35.56,35.56
31695,20699,transition virtual metrics,4,8.33,33.32
31696,20504,harness scalable metrics,3,49.68,149.04
31697,20744,orchestrate strategic deliverables,3,23.36,70.08
31698,20767,redefine B2C vortals,1,17.93,17.93
31699,20925,facilitate sticky web-readiness,3,30.1,90.30000000000001
31700,20455,maximize collaborative ROI,4,18.69,74.76
31701,20104,enhance mission-critical interfaces,2,8.89,17.78
31702,20077,exploit distributed methodologies,3,5.06,15.18
31703,20230,transition extensible portals,4,25.23,100.92
31704,20914,enable impactful deliverables,3,42.66,127.97999999999999
31705,20258,whiteboard cross-media convergence,1,30.75,30.75
31706,20264,mesh seamless interfaces,3,49.96,149.88
31707,20331,transform strategic niches,3,17.91,53.730000000000004
31708,20993,target web-enabled channels,2,17.62,35.24
31709,20182,deploy best-of-breed interfaces,1,12.19,12.19
31710,20893,deliver global portals,1,12.38,12.38
31711,20768,synergize one-to-one bandwidth,2,17.83,35.66
31712,20550,incubate impactful e-services,3,40.68,122.03999999999999
31713,20688,whiteboard leading-edge vortals,4,45.76,183.04
31714,20027,drive value-added networks,1,48.88,48.88
31715,20276,morph revolutionary technologies,1,15.45,15.45
31716,20652,architect scalable partnerships,3,44.66,133.98
31717,20299,syndicate out-of-the-box technologies,3,19.77,59.31
31718,20957,e-enable granular bandwidth,1,10.08,10.08
31719,20799,implement out-of-the-box technologies,3,44.15,132.45
31720,20091,disintermediate cross-media methodologies,4,33.62,134.48
31721,20480,e-enable collaborative convergence,1,12.41,12.41
31722,20573,disintermediate one-to-one functionalities,4,24.34,97.36
31723,20458,revolutionize killer action-items,4,17.93,71.72
31724,20451,aggregate value-added systems,3,38.16,114.47999999999999
31725,20365,productize wireless initiatives,4,25.4,101.6
31726,20859,benchmark ubiquitous paradigms,3,49.52,148.56
31727,20675,matrix front-end eyeballs,2,7.46,14.92
31728,20351,cultivate best-of-breed niches,3,20.98,62.94
31729,20655,drive best-of-breed partnerships,4,26.69,106.76
31730,20400,optimize granular models,2,27.64,55.28
31731,20253,syndicate value-added interfaces,3,19.22,57.66
31732,20781,facilitate 24/365 mindshare,4,37.82,151.28
31733,20881,aggregate holistic paradigms,1,44.36,44.36
31734,20803,matrix scalable infrastructures,1,47.24,47.24
31735,20459,mesh frictionless deliverables,3,41.23,123.69
31736,20699,unleash holistic infrastructures,3,43.28,129.84
31737,20917,embrace bricks-and-clicks models,1,29.77,29.77
31738,20499,harness front-end communities,4,42.16,168.64
31739,20950,productize killer portals,4,18.66,74.64
31740,20971,innovate synergistic interfaces,4,22.93,91.72
31741,20926,transform granular eyeballs,3,19.26,57.78
31742,20508,syndicate granular supply-chains,2,26.03,52.06
31743,20304,grow interactive e-services,2,17.85,35.7
31744,20501,e-enable robust users,2,48.27,96.54
31745,20803,iterate efficient content,2,19.08,38.16
31746,20598,evolve next-generation methodologies,2,9.41,18.82
31747,20166,evolve sticky methodologies,3,28.71,86.13
31748,20415,architect global solutions,3,7.57,22.71
31749,20462,empower frictionless applications,2,9.97,19.94
31750,20920,expedite extensible channels,3,14.87,44.61
31751,20114,whiteboard best-of-breed web-readiness,3,25.9,77.69999999999999
31752,20433,utilize world-class architectures,2,24.5,49.0
31753,20992,exploit sticky initiatives,4,40.99,163.96
31754,20356,empower magnetic applications,3,38.28,114.84
31755,20928,mesh proactive synergies,4,24.18,96.72
31756,20695,re-intermediate open-source users,3,20.02,60.06
31757,20207,innovate clicks-and-mortar e-tailers,3,19.24,57.72
31758,20768,target plug-and-play web services,2,39.83,79.66
31759,20235,strategize next-generation experiences,3,7.34,22.02
31760,20442,generate wireless markets,1,5.58,5.58
31761,20355,maximize plug-and-play interfaces,1,40.8,40.8
31762,20515,strategize cross-platform convergence,2,26.47,52.94
31763,20208,mesh plug-and-play platforms,4,10.89,43.56
31764,20709,empower innovative models,4,15.6,62.4
31765,20853,engineer frictionless mindshare,4,46.96,187.84
31766,20125,revolutionize transparent eyeballs,1,43.68,43.68
31767,20138,optimize synergistic mindshare,4,36.94,147.76
31768,20339,strategize visionary niches,4,26.7,106.8
31769,20537,evolve transparent convergence,2,28.41,56.82
31770,20068,productize B2B platforms,4,48.89,195.56
31771,20573,deploy 24/365 ROI,1,48.46,48.46
31772,20541,evolve viral schemas,1,14.69,14.69
31773,20383,harness compelling channels,1,41.5,41.5
31774,20019,benchmark viral initiatives,2,13.88,27.76
31775,20683,utilize global interfaces,2,14.61,29.22
31776,20450,revolutionize innovative markets,3,35.42,106.26
31777,20074,synergize B2C e-tailers,4,23.23,92.92
31778,20573,incubate strategic relationships,2,46.92,93.84
31779,20939,utilize turn-key methodologies,1,9.01,9.01
31780,20665,extend end-to-end bandwidth,1,28.02,28.02
31781,20276,transition distributed eyeballs,2,46.33,92.66
31782,20048,utilize clicks-and-mortar models,2,45.69,91.38
31783,20211,reinvent cutting-edge e-commerce,2,12.04,24.08
31784,20855,deliver extensible technologies,3,21.5,64.5
31785,20920,deploy B2B methodologies,1,32.86,32.86
31786,20651,visualize interactive action-items,3,12.17,36.51
31787,20622,harness bricks-and-clicks functionalities,3,48.56,145.68
31788,20994,monetize front-end synergies,4,46.16,184.64
31789,20695,cultivate B2C communities,1,12.51,12.51
31790,20540,target mission-critical markets,1,10.45,10.45
31791,20709,implement e-business infrastructures,2,8.84,17.68
31792,20191,disintermediate one-to-one architectures,2,45.92,91.84
31793,20315,synthesize B2B e-markets,4,13.71,54.84
31794,20901,maximize killer experiences,3,23.73,71.19
31795,20563,disintermediate clicks-and-mortar functionalities,2,25.2,50.4
31796,20661,enhance distributed initiatives,2,31.96,63.92
31797,20780,optimize compelling technologies,1,8.23,8.23
31798,20562,iterate magnetic e-tailers,1,15.2,15.2
31799,20900,synergize viral experiences,2,46.92,93.84
31800,20758,synthesize real-time platforms,1,45.88,45.88
31801,20113,e-enable synergistic e-markets,4,40.16,160.64
31802,20170,integrate one-to-one deliverables,2,5.87,11.74
31803,20468,productize web-enabled e-services,1,19.72,19.72
31804,20678,redefine frictionless paradigms,4,33.26,133.04
31805,20921,orchestrate innovative niches,1,17.38,17.38
31806,20014,exploit visionary vortals,1,45.93,45.93
31807,20715,seize leading-edge mindshare,1,33.53,33.53
31808,20288,benchmark interactive info-mediaries,2,8.24,16.48
31809,20907,monetize plug-and-play experiences,3,45.91,137.73
31810,20189,mesh one-to-one interfaces,1,48.1,48.1
31811,20914,reinvent dynamic initiatives,4,8.5,34.0
31812,20155,empower extensible infrastructures,2,28.96,57.92
31813,20567,leverage killer platforms,2,18.65,37.3
31814,20694,productize rich web-readiness,4,22.68,90.72
31815,20722,brand robust convergence,1,13.08,13.08
31816,20888,streamline ubiquitous niches,3,31.01,93.03
31817,20471,visualize 24/7 e-business,1,48.11,48.11
31818,20075,embrace value-added initiatives,4,27.64,110.56
31819,20277,facilitate turn-key web-readiness,2,8.73,17.46
31820,20940,redefine efficient interfaces,3,32.9,98.69999999999999
31821,20645,engineer leading-edge networks,2,20.31,40.62
31822,20343,benchmark cross-media web-readiness,4,43.52,174.08
31823,20425,iterate customized users,1,24.56,24.56
31824,20571,benchmark revolutionary web-readiness,3,13.68,41.04
31825,20511,incentivize 24/365 functionalities,2,13.6,27.2
31826,20857,maximize 24/365 experiences,2,39.59,79.18
31827,20182,reinvent holistic niches,2,16.95,33.9
31828,20458,iterate 24/7 synergies,1,39.53,39.53
31829,20918,e-enable seamless vortals,3,14.26,42.78
31830,20851,incentivize visionary ROI,1,19.48,19.48
31831,20833,redefine front-end supply-chains,1,25.95,25.95
31832,20064,harness user-centric supply-chains,1,47.44,47.44
31833,20839,engineer granular relationships,4,46.93,187.72
31834,20260,utilize strategic e-commerce,4,14.31,57.24
31835,20193,deploy robust architectures,4,21.12,84.48
31836,20655,harness efficient action-items,3,11.72,35.160000000000004
31837,20616,morph ubiquitous content,1,27.95,27.95
31838,20972,integrate e-business info-mediaries,1,25.73,25.73
31839,20406,mesh integrated initiatives,4,45.53,182.12
31840,20726,target global solutions,1,46.85,46.85
31841,20754,incentivize rich solutions,1,22.26,22.26
31842,20943,incentivize vertical eyeballs,2,27.13,54.26
31843,20721,transition real-time vortals,1,45.33,45.33
31844,20093,incubate bleeding-edge action-items,2,41.3,82.6
31845,20430,utilize leading-edge deliverables,1,5.16,5.16
31846,20654,incentivize compelling content,3,19.4,58.199999999999996
31847,20434,facilitate wireless bandwidth,4,23.98,95.92
31848,20404,evolve distributed mindshare,2,15.34,30.68
31849,20434,enable innovative communities,4,13.98,55.92
31850,20112,repurpose B2C functionalities,2,6.7,13.4
31851,20929,re-contextualize wireless models,2,33.95,67.9
31852,20375,seize B2C supply-chains,2,16.81,33.62
31853,20059,synthesize global niches,3,7.36,22.080000000000002
31854,20043,facilitate sticky networks,1,15.39,15.39
31855,20207,matrix 24/365 methodologies,2,41.09,82.18
31856,20780,transform transparent e-tailers,3,43.32,129.96
31857,20296,implement enterprise schemas,2,26.74,53.48
31858,20118,re-intermediate bleeding-edge infrastructures,1,23.72,23.72
31859,20532,transition bricks-and-clicks paradigms,2,49.0,98.0
31860,20222,mesh customized e-business,3,14.03,42.089999999999996
31861,20166,evolve interactive eyeballs,1,14.69,14.69
31862,20643,extend B2B platforms,3,18.13,54.39
31863,20156,generate world-class functionalities,1,12.77,12.77
31864,20184,enhance out-of-the-box solutions,1,22.07,22.07
31865,20090,empower vertical technologies,4,45.99,183.96
31866,20094,harness strategic methodologies,4,32.69,130.76
31867,20013,aggregate end-to-end infrastructures,4,23.54,94.16
31868,20973,implement dot-com e-tailers,1,47.05,47.05
31869,20834,syndicate 24/7 action-items,2,7.18,14.36
31870,20805,implement dynamic models,3,14.46,43.38
31871,20945,leverage rich e-services,3,30.46,91.38
31872,20742,facilitate efficient channels,3,32.7,98.10000000000001
31873,20834,target innovative e-tailers,4,6.78,27.12
31874,20804,transform innovative networks,1,23.14,23.14
31875,20438,cultivate open-source communities,4,34.21,136.84
31876,20538,engineer scalable action-items,2,36.41,72.82
31877,20587,enable seamless deliverables,1,33.72,33.72
31878,20968,scale e-business vortals,3,19.43,58.29
31879,20876,embrace extensible portals,4,9.21,36.84
31880,20936,envisioneer e-business users,4,24.22,96.88
31881,20811,deploy out-of-the-box e-tailers,2,10.79,21.58
31882,20150,deliver web-enabled functionalities,2,47.64,95.28
31883,20660,visualize magnetic applications,4,26.38,105.52
31884,20008,matrix open-source mindshare,2,19.28,38.56
31885,20029,leverage 24/7 systems,3,39.48,118.44
31886,20296,e-enable value-added users,2,27.41,54.82
31887,20986,harness user-centric ROI,2,18.95,37.9
31888,20926,whiteboard turn-key channels,4,41.54,166.16
31889,20721,aggregate virtual niches,4,44.02,176.08
31890,20640,syndicate frictionless bandwidth,1,35.29,35.29
31891,20340,visualize enterprise e-commerce,1,7.11,7.11
31892,20628,reinvent synergistic networks,4,30.48,121.92
31893,20439,whiteboard enterprise paradigms,2,39.35,78.7
31894,20144,leverage revolutionary methodologies,2,11.14,22.28
31895,20942,maximize visionary web-readiness,1,15.29,15.29
31896,20830,re-contextualize open-source infrastructures,1,44.71,44.71
31897,20747,cultivate virtual bandwidth,1,5.91,5.91
31898,20519,scale robust markets,3,38.87,116.60999999999999
31899,20976,deploy integrated eyeballs,3,26.32,78.96000000000001
31900,20045,re-contextualize B2C systems,1,25.1,25.1
31901,20955,innovate plug-and-play niches,2,5.32,10.64
31902,20239,brand next-generation web services,1,41.87,41.87
31903,20952,visualize efficient info-mediaries,3,21.19,63.57000000000001
31904,20944,re-contextualize granular architectures,2,29.33,58.66
31905,20155,implement rich web-readiness,3,35.48,106.44
31906,20181,strategize real-time markets,2,36.62,73.24
31907,20215,utilize value-added portals,3,48.02,144.06
31908,20088,streamline sticky ROI,2,28.91,57.82
31909,20256,iterate 24/7 initiatives,2,22.99,45.98
31910,20511,revolutionize virtual vortals,2,47.92,95.84
31911,20073,morph innovative e-tailers,2,33.89,67.78
31912,20931,syndicate plug-and-play initiatives,4,18.42,73.68
31913,20179,envisioneer interactive web services,3,10.69,32.07
31914,20212,disintermediate bleeding-edge architectures,3,42.91,128.73
31915,20805,extend transparent content,4,21.3,85.2
31916,20234,monetize global niches,2,34.72,69.44
31917,20465,implement impactful models,2,26.19,52.38
31918,20751,synthesize distributed synergies,3,13.95,41.849999999999994
31919,20223,redefine 24/7 methodologies,4,32.08,128.32
31920,20631,syndicate revolutionary methodologies,2,7.73,15.46
31921,20825,re-intermediate out-of-the-box action-items,2,23.6,47.2
31922,20264,re-contextualize e-business partnerships,2,29.6,59.2
31923,20207,deliver frictionless experiences,1,24.62,24.62
31924,20607,enable sticky relationships,4,38.69,154.76
31925,20885,deploy customized channels,2,42.26,84.52
31926,20734,implement granular architectures,1,39.71,39.71
31927,20366,unleash wireless web services,4,6.75,27.0
31928,20276,deploy wireless e-tailers,2,13.74,27.48
31929,20380,iterate proactive experiences,3,29.15,87.44999999999999
31930,20743,aggregate end-to-end web-readiness,1,47.07,47.07
31931,20309,whiteboard synergistic architectures,1,42.57,42.57
31932,20631,revolutionize frictionless relationships,2,42.91,85.82
31933,20268,deploy leading-edge users,2,18.64,37.28
31934,20945,architect robust solutions,1,24.33,24.33
31935,20785,transform turn-key web-readiness,3,26.18,78.53999999999999
31936,20064,integrate dot-com e-business,3,12.08,36.24
31937,20810,cultivate cross-platform ROI,4,6.4,25.6
31938,20350,revolutionize dot-com paradigms,2,47.61,95.22
31939,20925,incubate 24/365 content,3,15.83,47.49
31940,20915,incubate back-end web-readiness,4,15.8,63.2
31941,20494,generate interactive functionalities,3,8.75,26.25
31942,20523,expedite real-time applications,2,46.78,93.56
31943,20098,re-contextualize global platforms,4,31.09,124.36
31944,20946,orchestrate 24/365 e-business,4,35.02,140.08
31945,20071,scale innovative action-items,4,46.02,184.08
31946,20364,enhance ubiquitous content,3,20.55,61.650000000000006
31947,20570,reinvent value-added vortals,2,32.97,65.94
31948,20802,matrix front-end experiences,4,6.75,27.0
31949,20763,revolutionize web-enabled vortals,1,13.4,13.4
31950,20276,enhance magnetic metrics,2,42.41,84.82
31951,20050,incentivize enterprise supply-chains,1,39.5,39.5
31952,20358,implement intuitive eyeballs,1,20.78,20.78
31953,20728,brand cross-platform relationships,4,21.96,87.84
31954,20906,revolutionize value-added paradigms,4,29.01,116.04
31955,20928,synergize seamless channels,3,5.01,15.03
31956,20564,aggregate next-generation web services,3,15.86,47.58
31957,20783,enhance bricks-and-clicks relationships,3,14.37,43.11
31958,20485,exploit granular metrics,2,16.27,32.54
31959,20084,productize real-time initiatives,3,41.27,123.81
31960,20899,transform clicks-and-mortar communities,1,17.59,17.59
31961,20805,incubate wireless e-tailers,3,13.62,40.86
31962,20638,matrix front-end interfaces,4,27.69,110.76
31963,20808,streamline 24/365 web-readiness,3,43.95,131.85000000000002
31964,20584,streamline vertical markets,2,15.86,31.72
31965,20296,utilize next-generation systems,2,8.53,17.06
31966,20236,scale open-source e-services,1,21.04,21.04
31967,20056,transform sticky action-items,2,38.64,77.28
31968,20919,facilitate back-end e-markets,3,29.78,89.34
31969,20360,strategize wireless systems,4,41.76,167.04
31970,20907,synthesize world-class functionalities,2,48.18,96.36
31971,20110,cultivate B2C e-markets,1,40.67,40.67
31972,20192,orchestrate open-source web-readiness,3,32.17,96.51
31973,20904,re-contextualize robust info-mediaries,1,27.2,27.2
31974,20093,enable holistic e-services,2,6.8,13.6
31975,20862,re-contextualize compelling architectures,2,49.29,98.58
31976,20568,optimize mission-critical systems,1,22.26,22.26
31977,20060,enable magnetic vortals,3,11.85,35.55
31978,20650,expedite turn-key info-mediaries,2,35.0,70.0
31979,20039,unleash virtual info-mediaries,4,17.79,71.16
31980,20540,seize strategic e-business,2,31.36,62.72
31981,20049,repurpose granular infrastructures,3,31.4,94.19999999999999
31982,20420,engineer back-end partnerships,2,25.06,50.12
31983,20637,enable revolutionary e-tailers,1,42.63,42.63
31984,20013,empower value-added systems,2,16.92,33.84
31985,20992,repurpose virtual e-services,2,25.19,50.38
31986,20036,redefine cross-media relationships,3,29.2,87.6
31987,20101,generate bricks-and-clicks partnerships,1,34.86,34.86
31988,20794,synergize extensible synergies,3,40.28,120.84
31989,20086,innovate scalable web-readiness,2,22.77,45.54
31990,20516,whiteboard back-end synergies,4,34.07,136.28
31991,20223,benchmark leading-edge eyeballs,2,11.78,23.56
31992,20338,matrix mission-critical e-commerce,3,46.97,140.91
31993,20960,envisioneer granular infrastructures,4,22.24,88.96
31994,20166,empower value-added interfaces,3,37.83,113.49
31995,20383,streamline magnetic networks,3,5.92,17.759999999999998
31996,20856,productize sticky networks,1,14.23,14.23
31997,20895,seize open-source models,4,26.92,107.68
31998,20376,transition web-enabled models,2,44.52,89.04
31999,20471,integrate dot-com e-business,3,28.73,86.19
32000,20790,optimize rich info-mediaries,2,46.84,93.68
32001,20642,engineer cutting-edge portals,1,26.77,26.77
32002,20031,evolve innovative supply-chains,1,27.07,27.07
32003,20375,aggregate world-class methodologies,4,10.39,41.56
32004,20011,orchestrate interactive models,1,41.12,41.12
32005,20988,drive web-enabled functionalities,1,16.11,16.11
32006,20302,implement bleeding-edge e-markets,2,45.48,90.96
32007,20096,streamline turn-key synergies,1,45.99,45.99
32008,20190,aggregate seamless web-readiness,1,47.45,47.45
32009,20453,empower viral systems,3,28.41,85.23
32010,20192,incubate proactive users,1,35.47,35.47
32011,20486,enable strategic mindshare,3,40.03,120.09
32012,20266,incubate compelling platforms,1,10.9,10.9
32013,20424,repurpose B2B eyeballs,1,32.04,32.04
32014,20128,matrix plug-and-play initiatives,4,6.54,26.16
32015,20238,repurpose sticky e-business,4,27.39,109.56
32016,20920,streamline revolutionary methodologies,3,11.97,35.910000000000004
32017,20355,streamline interactive experiences,1,13.23,13.23
32018,20940,matrix enterprise solutions,2,21.43,42.86
32019,20112,enable cross-platform eyeballs,4,24.46,97.84
32020,20828,enhance mission-critical solutions,2,33.04,66.08
32021,20446,cultivate cross-media platforms,4,8.35,33.4
32022,20343,maximize sticky networks,4,27.67,110.68
32023,20145,deliver integrated functionalities,1,13.22,13.22
32024,20065,deliver user-centric supply-chains,4,30.83,123.32
32025,20247,mesh enterprise schemas,2,33.68,67.36
32026,20735,envisioneer dot-com mindshare,4,30.05,120.2
32027,20991,innovate cross-platform web services,3,38.22,114.66
32028,20490,exploit wireless relationships,1,20.1,20.1
32029,20825,unleash wireless initiatives,1,39.43,39.43
32030,20439,e-enable frictionless solutions,3,24.47,73.41
32031,20106,incentivize plug-and-play bandwidth,3,26.79,80.37
32032,20181,repurpose end-to-end communities,3,34.16,102.47999999999999
32033,20184,envisioneer dynamic ROI,4,5.83,23.32
32034,20226,engage innovative relationships,1,34.43,34.43
32035,20777,redefine viral content,3,32.84,98.52000000000001
